Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202400000187;13;08;2024;08:45;1;973;97302;2;3;1;5;BADUEL (ROUTE DE);4,93080000; -52,30555000
202400000240;22;03;2024;15:14;1;973;97302;2;2;1;3;MONTABO (ROUTE DE) 1;4,94354000; -52,31873000
202400000319;11;02;2024;21:40;3;973;97302;2;2;1;6;VOLTAIRE(AVENUE);4,94235617; -52,32241184
202400000467;17;09;2024;06:30;2;973;97302;2;3;1;7;RABAN (ROUTE DE);4,92606000; -52,31360000
202400000626;30;04;2024;19:15;3;973;97305;1;9;1;6;Route Nationale 1;4,94194600; -52,41352900
202400000668;29;04;2024;19:02;5;973;97302;2;2;1;3;DE GAULLE (AVENUE);4,93880030; -52,33173788
202400000870;12;08;2024;16:30;1;973;97302;2;1;1;6;LALLOUETTE;4,93976748; -52,33316392
202400000871;12;08;2024;09:20;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,93084000; -52,30567000
202400000872;12;08;2024;08:50;1;973;97302;2;3;1;3;CABASSOU (ROUTE DE);4,91994339; -52,31957486
202400001016;13;02;2024;10:00;1;973;97309;2;1;1;3;Route de Rémire;4,89879862; -52,27390677
202400001064;11;02;2024;09:40;1;973;97302;2;1;1;5;BADUEL (ROUTE DE);4,92743557; -52,29076579
202400001066;9;02;2024;10:30;1;973;97302;2;3;1;3;MERE THERESA (rue);4,91832297; -52,31276393
202400001329;22;10;2024;20:50;5;973;97302;2;1;1;7;MADELEINE (ROUTE DE LA);4,91243393; -52,32107270
202400001331;22;10;2024;17:10;1;973;97302;2;1;1;2;MERE THERESA (rue);4,91872000; -52,31280000
202400001367;8;06;2024;07:00;1;973;97309;2;1;1;3;1741 Route de Montjoly;4,92333955; -52,28303897
202400002079;28;11;2024;18:05;5;973;97302;2;1;1;1;BADUEL (ROUTE DE);4,93600000; -52,31362000
202400002081;28;11;2024;13:55;1;973;97302;2;3;2;3;ZEPHIR (ROCADE);4,93803657; -52,30636221
202400002083;28;11;2024;07:30;2;973;97302;2;3;2;3;MADELEINE (ROUTE DE LA);4,91369000; -52,32081000
202400002089;17;09;2024;17:03;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,92773000; -52,29168000
202400002210;30;04;2024;21:25;3;973;97307;1;2;1;2;RN1;4,89393000; -52,35455300
202400002320;27;04;2024;05:15;3;973;97302;2;9;1;7;MADELEINE (ROUTE DE LA);4,91713000; -52,32148000
202400002323;27;04;2024;20:45;3;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,90199348; -52,32483387
202400002552;11;08;2024;19:15;3;973;97311;1;1;1;7;route du fleuve;5,36001600; -54,08530700
202400002556;11;08;2024;19:59;3;973;97312;1;1;1;1;N1;5,34139700; -52,92935000
202400002557;12;08;2024;02:30;3;973;97305;1;1;1;2;Route Nationale PK 22.500;5,00016700; -52,45713100
202400002585;30;04;2024;12:05;1;973;97307;2;2;1;3;RN 2;4,85432300; -52,33264400
202400002776;10;02;2024;19:38;5;973;97302;2;3;1;1;MONTABO (ROUTE DE) 3;4,94392833; -52,30819881
202400002778;9;02;2024;23:14;4;973;97302;1;1;1;6;ROUTE NATIONALE 3;4,90473002; -52,31870234
202400003004;9;02;2024;12:40;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,92828491; -52,29318649
202400003006;9;02;2024;10:30;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,92854000; -52,32900000
202400003009;9;02;2024;09:35;1;973;97302;1;4;1;2;ROUTE NATIONALE 1;4,90625327; -52,32173860
202400003011;9;02;2024;07:45;1;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,93395000; -52,31051000
202400003073;6;06;2024;13:25;1;973;97302;2;6;1;3;BADUEL (ROND POINT DE);4,93310660; -52,30926919
202400003077;6;06;2024;08:00;1;973;97302;2;3;1;3;ZEPHIR (ROCADE);4,93436506; -52,30881608
202400003225;22;10;2024;09:49;1;973;97302;2;1;1;7;CABASSOU (ROUTE DE);4,91750000; -52,31295000
202400003228;21;10;2024;17:00;1;973;97302;2;3;1;3;SAINT ANTOINE (CHEMIN);4,93206000; -52,29717000
202400003388;6;06;2024;17:35;1;973;97309;2;2;1;1;Route du Mahury;4,88558700; -52,27582500
202400003568;22;03;2024;16:00;1;973;97306;1;1;1;1;CD 9 PK 30;5,59853300; -53,70629000
202400003632;21;03;2024;11:40;1;973;97309;2;1;1;3;TIGRE (ROUTE DU);4,90563863; -52,30478704
202400003633;20;03;2024;17:50;1;973;97302;2;1;1;3;TIGRE (ROUTE DU);4,91016385; -52,30817199
202400003634;20;03;2024;15:00;1;973;97302;2;1;1;2;MADELEINE (ROUTE DE LA);4,91821000; -52,32155000
202400003637;18;03;2024;12:15;1;973;97302;2;3;1;3;ZEPHIR (ROCADE);4,93795854; -52,30645001
202400003694;8;07;2024;09:26;1;973;97302;2;1;1;6;MONTABO (ROUTE DE) 3;4,93516000; -52,29372000
202400003923;18;09;2024;12:55;1;973;97311;2;3;1;3;Avenue Gaston Monnerville - Chemin de fatima;5,49353458; -54,01196659
202400003988;15;09;2024;20:30;3;973;97302;2;1;1;6;FELIX EBOUE(ROCADE);4,92744278; -52,31825021
202400003990;14;09;2024;23:55;4;973;97302;2;1;1;7;REPUBLIQUE (BD DE LA);4,93785000; -52,32372000
202400004318;11;08;2024;14:00;1;973;97305;1;1;1;2;Route Nationale PK 13;4,92423500; -52,38938900
202400004493;7;08;2024;17:00;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 3;4,94176436; -52,30414876
202400004495;6;08;2024;16:10;1;973;97302;1;1;1;2;ROUTE NATIONALE 3;4,90578000; -52,32086000
202400004497;9;08;2024;12:20;1;973;97302;2;1;1;2;TROUBIRAN (CHEMIN DE);4,92160165; -52,30399811
202400004848;8;02;2024;11:30;1;973;97302;2;3;1;3;ZEPHIR (ROCADE);4,93483000; -52,30848000
202400004850;7;02;2024;06:00;2;973;97302;2;1;1;6;BADUEL (ROUTE DE);4,92903000; -52,29692000
202400005117;20;10;2024;07:00;1;973;97302;1;1;1;6;ROUTE NATIONALE 1;4,89917000; -52,32650113
202400005119;20;10;2024;03:50;5;973;97302;2;1;1;6;MONTABO (ROUTE DE) 1;4,94451000; -52,31030000
202400005293;6;06;2024;07:51;1;973;97306;1;1;1;2;Avenue Eugene Lesperant CD9 PK31;5,59842400; -53,70631000
202400005313;22;10;2024;06:00;2;973;97309;1;1;1;2;N 3 (rn3);4,89843000; -52,29453600
202400005558;7;07;2024;21:00;3;973;97302;2;1;1;7;MONTABO (ROUTE DE) 1;4,94432000; -52,31775000
202400005946;27;11;2024;20:25;5;973;97302;2;1;1;6;DE GAULLE (AVENUE);4,93955000; -52,32870000
202400006013;27;04;2024;23:30;5;973;97309;2;1;2;6;Route de Rémire;4,89282900; -52,27393600
202400006144;25;04;2024;21:30;3;973;97302;2;1;1;2;ZEPHIR (ROCADE);4,93585000; -52,30780000
202400006312;9;08;2024;18:20;1;973;97302;2;1;1;3;REPUBLIQUE (BD DE LA);4,93919116; -52,31861883
202400006316;9;08;2024;19:45;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,94412000; -52,30910000
202400006318;7;08;2024;07:30;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,93543000; -52,31284000
202400006446;26;04;2024;22:50;4;973;97307;1;6;1;7;La Matourienne;4,83815400; -52,31848200
202400006526;7;02;2024;16:10;1;973;97302;2;3;1;3;BADUEL (ROUTE DE);4,92923625; -52,30232477
202400006752;9;08;2024;05:45;3;973;97311;2;1;1;6;26 Boulevard du Général de Gaulle;5,49909900; -54,03274700
202400007136;4;06;2024;20:10;5;973;97309;2;1;1;6;Route de Rémire;4,91320300; -52,27313700
202400007213;20;10;2024;09:30;1;973;97303;2;6;1;7;Rue Eugene Ronda Sylva;5,48019700; -53,21160200
202400007216;3;06;2024;12:50;1;973;97302;2;1;1;2;NOVAPARC (RESIDENCE) RTE DE RABAN;4,92549574; -52,31274658
202400007217;2;06;2024;19:25;5;973;97302;2;1;1;6;SPATULES (RUE DES) CITE EAU LISETTE;4,92874000; -52,31949000
202400007411;19;03;2024;14:40;1;973;97309;2;1;1;6;TIGRE (ROUTE DU);4,91362000; -52,30847000
202400007593;6;07;2024;16:00;1;973;97309;2;3;1;1;Route de Suzini;4,92240647; -52,29055032
202400007601;5;07;2024;22:00;5;973;97312;2;3;3;1;avenue élie castor;5,37369900; -52,95148900
202400007760;14;09;2024;09:25;1;973;97302;2;6;1;3;GIRATOIRE MARINGOUINS;4,90749000; -52,32207000
202400007794;26;11;2024;15:20;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,89870000; -52,32671000
202400007796;26;11;2024;07:56;1;973;97302;2;1;2;3;MADELEINE (ROUTE DE LA);4,91379202; -52,32081932
202400007798;26;11;2024;07:20;1;973;97302;2;1;1;3;FELIX EBOUE(ROCADE);4,93052000; -52,31396000
202400007799;25;11;2024;18:20;2;973;97302;2;1;1;1;JACARANDAS (CITE);4,93413774; -52,31682944
202400007801;25;11;2024;17:37;1;973;97302;2;6;1;2;BADUEL (ROUTE DE);4,92967000; -52,30332000
202400007806;25;11;2024;09:40;1;973;97302;2;1;1;4;BADUEL (ROUTE DE);4,92890000; -52,29521000
202400008163;7;08;2024;10:59;1;973;97302;2;2;1;3;SAINT ANTOINE (CHEMIN);4,93214841; -52,29719290
202400008167;8;08;2024;15:40;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,91802000; -52,32155000
202400008172;6;08;2024;13:10;1;973;97302;2;1;1;7;TIGRE (ROUTE DU);4,91757089; -52,31306791
202400008175;6;08;2024;12:33;1;973;97302;2;1;1;3;SOURCE DE BADUEL (CHEMIN DE LA);4,92925228; -52,30871111
202400008180;8;08;2024;11:12;1;973;97302;2;1;1;1;VOLTAIRE(AVENUE);4,94222915; -52,32300586
202400008194;13;09;2024;19:45;3;973;97302;2;1;1;7;CABASSOU (ROUTE DE);4,91927000; -52,31750000
202400008198;12;09;2024;17:30;1;973;97302;2;2;1;3;CABASSOU (ROUTE DE);4,91927000; -52,31755000
202400008202;12;09;2024;17:47;1;973;97302;2;1;1;6;FLAMBOYANTS (RUE DES);4,92321217; -52,32064238
202400008685;7;02;2024;14:30;1;973;97309;2;1;1;1;Route des Plages;4,89527000; -52,25946000
202400008761;5;02;2024;16:00;1;973;97302;1;1;1;2;ROUTE NATIONALE 3;4,90599000; -52,32147000
202400008991;20;10;2024;10:15;1;973;97309;2;1;1;6;Route de Montjoly;4,92529300; -52,28616700
202400009286;17;10;2024;08:20;1;973;97302;1;6;1;3;MARINGOUINS (ROND-POINT);4,90816000; -52,32249000
202400009314;18;03;2024;07:50;1;973;97302;1;1;1;1;GALMOT (AVENUE);4,92230429; -52,32743025
202400009480;18;03;2024;21:30;5;973;97357;2;4;1;1;le bourg;4,27215795; -54,38014278
202400009621;4;07;2024;19:15;3;973;97302;1;1;1;2;GIRATOIRE MARINGOUINS;4,90716000; -52,32267000
202400009622;27;06;2024;18:33;2;973;97302;2;1;3;3;MANDELA  (BOULEVARD);4,93687000; -52,32600000
202400009623;4;07;2024;17:01;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 2;4,94420000; -52,30948000
202400009624;3;07;2024;23:30;5;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,94220000; -52,30480000
202400009625;3;07;2024;01:55;5;973;97302;2;1;1;7;rd24;4,90425000; -52,31770000
202400009739;25;11;2024;09:18;1;973;97302;2;1;1;3;BADUEL (ROUTE DE);4,93266000; -52,30823000
202400009741;24;11;2024;23:13;5;973;97302;2;3;1;3;14 ET 22 JUIN 1962 ;4,93389474; -52,32710284
202400010018;14;09;2024;12:15;1;973;97309;2;1;1;3;Route de Rémire;4,89720600; -52,27405400
202400010065;24;04;2024;17:20;1;973;97305;1;3;1;3;Route Nationale 1;5,06157200; -52,56179400
202400010164;11;09;2024;16:40;1;973;97302;1;1;1;4;ROUTE NATIONALE 3;4,90553000; -52,32033000
202400010166;11;09;2024;12:20;1;973;97302;2;1;1;7;ZEPHIR (ROCADE);4,94011000; -52,30510000
202400010175;11;09;2024;07:25;1;973;97302;2;1;1;3;NEGRES MARONS (RUE DES) CITE BONHOMME;4,92220577; -52,31940445
202400010177;22;04;2024;18:10;1;973;97302;2;6;2;3;MADELEINE (ROUTE DE LA);4,92437000; -52,32425000
202400010330;7;08;2024;16:30;1;973;97357;1;1;1;6;Gaan Siton;4,28078200; -54,38772100
202400010422;4;02;2024;12:23;1;973;97302;2;1;1;1;SAINT ANTOINE (CHEMIN);4,93529875; -52,29521424
202400010425;3;02;2024;16:45;1;973;97302;2;1;1;7;MONTABO (ROUTE DE) 1;4,94213000; -52,30459000
202400010428;3;02;2024;06:25;2;973;97302;2;1;1;2;14 ET 22 JUIN 1962;4,93587000; -52,32758000
202400010545;31;12;2024;12:30;1;973;97302;2;1;2;3;MONTABO (ROUTE DE) 3;4,93765000; -52,29835000
202400010633;4;02;2024;22:00;3;973;97304;1;1;1;2;RN1 croisemnt route des PK;5,13766400; -52,71673700
202400010825;30;12;2024;14:30;1;973;97302;2;1;3;7;TIGRE (ROUTE DU);4,91013000; -52,30831000
202400010920;1;06;2024;19:10;3;973;97302;2;3;1;3;MERE THERESA (rue);4,92210218; -52,31259200
202400011215;16;10;2024;12:38;1;973;97302;2;1;1;6;MONTABO (ROUTE DE) 2;4,94468000; -52,31436000
202400011216;16;10;2024;09:50;1;973;97302;2;1;1;5;BADUEL (ROUTE DE);4,93167141; -52,30722213
202400011217;16;10;2024;09:52;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,90533000; -52,32331000
202400011232;18;03;2024;01:15;3;973;97307;1;1;1;1;larivot;4,90557100; -52,36650500
202400011449;17;03;2024;07:00;1;973;97311;2;1;1;6;Rue Joseph Symphorien;5,49457200; -54,03076700
202400011499;15;03;2024;13:54;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 2;4,93907000; -52,30055000
202400011528;5;07;2024;14:45;1;973;97311;2;1;1;1;Avenue Gaston Monnerville;5,49298600; -54,01823000
202400011759;23;11;2024;10:00;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 3;4,93583053; -52,29567254
202400012084;12;04;2024;19:30;5;973;97309;2;3;1;3;Route de Rémire;4,89889483; -52,27388665
202400012143;21;04;2024;13:10;1;973;97302;1;1;2;6;LEBLOND (ROND POINT);4,92112758; -52,33042628
202400012147;21;04;2024;05:58;4;973;97309;2;1;2;7;TIGRE (ROUTE DU);4,90929000; -52,30778000
202400012165;5;08;2024;16:22;1;973;97302;2;1;1;1;CHARLERY (GUSTAVE);4,93958149; -52,31805503
202400012307;3;02;2024;20:25;5;973;97309;2;3;1;3;Route de Montjoly;4,92434100; -52,28451000
202400012408;2;02;2024;12:30;1;973;97302;2;1;1;6;JADFARD (RENE);4,93522794; -52,32852727
202400012411;2;02;2024;10:39;1;973;97302;2;1;1;3;MONTABO (ROUTE DE) 1;4,94437103; -52,30964720
202400012473;29;12;2024;10:50;1;973;97302;2;1;2;6;14 ET 22 JUIN 1962;4,93453000; -52,32710000
202400012771;31;05;2024;13:00;1;973;97302;2;1;1;2;TROUBIRAN (CHEMIN DE);4,92319952; -52,30385399
202400012772;31;05;2024;11:30;1;973;97302;2;1;1;3;REPUBLIQUE (BD DE LA);4,93761000; -52,32471000
202400012773;30;05;2024;07:47;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 1;4,92978000; -52,29038000
202400012774;29;05;2024;12:35;1;973;97302;2;3;1;1;MADELEINE (ROUTE DE LA);4,91065253; -52,32147771
202400012880;16;10;2024;07:40;1;973;97302;2;3;1;3;HAMEAU DES ENCENS (RUE DU) Cité St Marti;4,91917385; -52,29721999
202400012905;1;06;2024;08:00;1;973;97309;2;9;1;1;2316 Route de Rémire;4,90713700; -52,27285800
202400013110;15;10;2024;07:50;1;973;97302;2;3;1;3;MONTABO (ROUTE DE) 2;4,93777000; -52,29867000
202400013111;14;10;2024;11:48;1;973;97302;2;6;1;3;CHARLERY (GUSTAVE);4,93932000; -52,31830000
202400013292;16;03;2024;02:30;3;973;97307;1;1;2;1;RN 2 PK 8;4,84376100; -52,33753700
202400013300;15;03;2024;20:20;1;973;97306;1;1;1;7;CD 9 PK23;5,59842400; -53,70631000
202400013372;13;03;2024;17:48;2;973;97302;2;1;1;6;FELIX EBOUE(ROCADE);4,92953000; -52,31520000
202400013374;13;03;2024;15:05;1;973;97302;2;1;1;6;MOLE;4,93607727; -52,33240306
202400013376;13;03;2024;13:00;1;973;97302;2;1;2;3;HOMAT(CITE);4,92682000; -52,31935000
202400013549;21;11;2024;19:23;3;973;97302;1;1;1;6;ROUTE NATIONALE 1;4,90472057; -52,31862080
202400013551;21;11;2024;17:21;1;973;97302;2;6;1;3;BADUEL (ROUTE DE);4,92699000; -52,29000000
202400013553;21;11;2024;07:40;1;973;97302;1;1;1;3;ROUTE NATIONALE 1;4,90553387; -52,32324922
202400013784;22;04;2024;12:15;1;973;97307;1;6;3;3;La Matourienne (Pont);4,83452200; -52,32523900
202400013867;9;09;2024;08:00;1;973;97312;1;1;1;2;N1;5,40971700; -53,02812000
202400013897;20;04;2024;09:45;1;973;97302;2;1;1;1;MERE THERESA (rue);4,92187000; -52,31203000
202400013901;20;04;2024;01:32;5;973;97302;2;2;1;3;PREVOT (ERNEST);4,93303000; -52,33280000
202400013903;20;04;2024;00:41;5;973;97302;2;9;1;7;BADUEL (ROUTE DE);4,92894141; -52,30020046
202400013947;9;09;2024;19:00;5;973;97302;1;1;1;3;ROUTE NATIONALE 1;4,90281000; -52,32435000
202400013952;9;09;2024;16:30;1;973;97302;2;1;1;6;MADELEINE (ROUTE DE LA);4,92106000; -52,32208000
202400014246;1;02;2024;08:20;1;973;97302;2;1;1;3;UNIVERSITE CHICAGO (RUE DE);4,93829436; -52,30099171
202400014249;31;01;2024;13:25;1;973;97302;1;1;1;2;ROUTE NATIONALE 1;4,90200000; -52,32489000
202400014602;3;08;2024;13:20;1;973;97302;1;2;1;3;CABASSOU (ROUTE DE);4,91924475; -52,31760103
202400014604;3;08;2024;02:10;3;973;97302;2;6;1;7;CRIQUE FOUILLEE (ROND POINT);4,89696722; -52,32850188
202400014811;30;05;2024;16:45;1;973;97307;1;1;2;3;ROUTE RN2;4,83422000; -52,33951100
202400014866;29;05;2024;17:05;1;973;97302;2;1;1;2;BADUEL (ROUTE DE);4,93131000; -52,30633000
202400014867;29;05;2024;10:45;1;973;97302;1;6;1;3;CRIQUE FOUILLEE (ROND POINT);4,89713000; -52,32839000
202400014868;28;05;2024;13:00;1;973;97302;2;1;1;7;ESTREES (AVENUE D');4,94076000; -52,32371000
202400014869;29;05;2024;07:10;1;973;97302;2;1;2;6;CABASSOU (ROUTE DE);4,92072000; -52,32162000
202400014971;13;10;2024;06:05;2;973;97307;2;1;1;1;Route de l'Est (Pont);4,87965900; -52,33685000
202400015357;1;07;2024;09:30;1;973;97302;2;1;1;7;LEBLOND (ROND POINT);4,92162285; -52,32972407
